geneSymbol	CellType	Source
Myo1c	Krt4/13+ cell: Trachea	CellMarker
Myof	Krt4/13+ cell: Trachea	CellMarker
Nr4a1	Krt4/13+ cell: Trachea	CellMarker
Oasl2	Krt4/13+ cell: Trachea	CellMarker
Ocln	Krt4/13+ cell: Trachea	CellMarker
Paqr8	Krt4/13+ cell: Trachea	CellMarker
Pdlim1	Krt4/13+ cell: Trachea	CellMarker
Pdlim2	Krt4/13+ cell: Trachea	CellMarker
Pdzk1ip1	Krt4/13+ cell: Trachea	CellMarker
Plaur	Krt4/13+ cell: Trachea	CellMarker
Pllp	Krt4/13+ cell: Trachea	CellMarker
Pmm1	Krt4/13+ cell: Trachea	CellMarker
Pmp22	Krt4/13+ cell: Trachea	CellMarker
Porcn	Krt4/13+ cell: Trachea	CellMarker
NA	Krt4/13+ cell: Trachea	CellMarker
Ppl	Krt4/13+ cell: Trachea	CellMarker
Prss22	Krt4/13+ cell: Trachea	CellMarker
Psca	Krt4/13+ cell: Trachea	CellMarker
Ptgr1	Krt4/13+ cell: Trachea	CellMarker
Ptgs2	Krt4/13+ cell: Trachea	CellMarker
Pttg1ip	Krt4/13+ cell: Trachea	CellMarker
NA	Krt4/13+ cell: Trachea	CellMarker
Rab11fip1	Krt4/13+ cell: Trachea	CellMarker
Rhov	Krt4/13+ cell: Trachea	CellMarker
Rnh1	Krt4/13+ cell: Trachea	CellMarker
S100a14	Krt4/13+ cell: Trachea	CellMarker
S100a6	Krt4/13+ cell: Trachea	CellMarker
S100g	Krt4/13+ cell: Trachea	CellMarker
Samhd1	Krt4/13+ cell: Trachea	CellMarker
Scel	Krt4/13+ cell: Trachea	CellMarker
Serpinb10	Krt4/13+ cell: Trachea	CellMarker
Serpinb1a	Krt4/13+ cell: Trachea	CellMarker
Serpinb2	Krt4/13+ cell: Trachea	CellMarker
Slc22a4	Krt4/13+ cell: Trachea	CellMarker
Socs2	Krt4/13+ cell: Trachea	CellMarker
Sowahb	Krt4/13+ cell: Trachea	CellMarker
Spns2	Krt4/13+ cell: Trachea	CellMarker
St3gal4	Krt4/13+ cell: Trachea	CellMarker
Syt8	Krt4/13+ cell: Trachea	CellMarker
Tacstd2	Krt4/13+ cell: Trachea	CellMarker
Thsd4	Krt4/13+ cell: Trachea	CellMarker
Tmem43	Krt4/13+ cell: Trachea	CellMarker
Trex2	Krt4/13+ cell: Trachea	CellMarker
Tspo	Krt4/13+ cell: Trachea	CellMarker
Ttc36	Krt4/13+ cell: Trachea	CellMarker
Ubc	Krt4/13+ cell: Trachea	CellMarker
Unc5b	Krt4/13+ cell: Trachea	CellMarker
Upk1b	Krt4/13+ cell: Trachea	CellMarker
Upk3bl	Krt4/13+ cell: Trachea	CellMarker
Vcl	Krt4/13+ cell: Trachea	CellMarker
Wnt7b	Krt4/13+ cell: Trachea	CellMarker
Zyx	Krt4/13+ cell: Trachea	CellMarker
Cd68	Kupffer cell: Liver	CellMarker
Clec4f	Kupffer cell: Liver	CellMarker
Adgre1	Kupffer cell: Liver	CellMarker
Clec4f	Kupffer cell: Liver	CellMarker
Irf7	Kupffer cell: Liver	CellMarker
Spic	Kupffer cell: Liver	CellMarker
Krt15	Lacrimal gland germ epithelial cell: Lacrimal gland	CellMarker
Pclaf	Late activated neural stem cell: Brain	CellMarker
Cdk1	Late activated neural stem cell: Brain	CellMarker
Cenpf	Late activated neural stem cell: Brain	CellMarker
Hist1h2ap	Late activated neural stem cell: Brain	CellMarker
Hmgb2	Late activated neural stem cell: Brain	CellMarker
Top2a	Late activated neural stem cell: Brain	CellMarker
Aldob	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Chgb	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Fabp1	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Fth1	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Gsta1	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Gstm1	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Gstm3	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Mt1	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Mt2	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Reg3b	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Reg4	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Sis	Late enterocyte precursor cell: Intestinal crypt	CellMarker
Eya2	Late neuroblast: Brain	CellMarker
Fzd10	Late neuroblast: Brain	CellMarker
Isl1	Late neuroblast: Brain	CellMarker
Jag2	Late neuroblast: Brain	CellMarker
Neurod1	Late neuroblast: Brain	CellMarker
Neurog2	Late neuroblast: Brain	CellMarker
Epcam	Lee et al.Cell.A: Lung	CellMarker
Scgb1a1	Lee et al.Cell.A: Lung	CellMarker
Sftpc	Lee et al.Cell.A: Lung	CellMarker
Acta1	Lee et al.Cell.B: Lung	CellMarker
Dlk1	Lee et al.Cell.B: Lung	CellMarker
Gata1	Lee et al.Cell.B: Lung	CellMarker
Cd34	Lee et al.Cell.C: Lung	CellMarker
Pdgfa	Lee et al.Cell.C: Lung	CellMarker
Vcam1	Lee et al.Cell.C: Lung	CellMarker
Wnt2	Lee et al.Cell.C: Lung	CellMarker
Lgr5	Lee et al.Cell.D: Lung	CellMarker
Sbno2	Lee et al.Cell.D: Lung	CellMarker
Trib1	Lee et al.Cell.D: Lung	CellMarker
Acta2	Lee et al.Cell.E: Lung	CellMarker
Actc1	Lee et al.Cell.E: Lung	CellMarker
Axin2	Lee et al.Cell.E: Lung	CellMarker
Cspg4	Lee et al.Cell.E: Lung	CellMarker
Gli1	Lee et al.Cell.E: Lung	CellMarker
Lgr6	Lee et al.Cell.E: Lung	CellMarker
Tagln	Lee et al.Cell.E: Lung	CellMarker
Col1a2	Leptomeningeal cell: Brain	CellMarker
Ptprc	Leukocyte: Blood	CellMarker
Itgam	Lgr5+ cell: Lung	CellMarker
Pecam1	Lgr5+ cell: Lung	CellMarker
Ptprc	Lgr5+ cell: Lung	CellMarker
Lgr5	Lgr5+ cell: Lung	CellMarker
NA	Lgr5+ cell: Lung	CellMarker
Itgam	Lgr6+ cell: Lung	CellMarker
Pecam1	Lgr6+ cell: Lung	CellMarker
Ptprc	Lgr6+ cell: Lung	CellMarker
Lgr6	Lgr6+ cell: Lung	CellMarker
NA	Lgr6+ cell: Lung	CellMarker
Plin2	Lipofibroblast: Lung	CellMarker
Fabp1	Lipofibroblast: Lung	CellMarker
Fabp4	Lipofibroblast: Lung	CellMarker
Fabp5	Lipofibroblast: Lung	CellMarker
Lipa	Lipofibroblast: Lung	CellMarker
Lpl	Lipofibroblast: Lung	CellMarker
Pparg	Lipofibroblast: Lung	CellMarker
Plin2	Lipofibroblast: Lung	CellMarker
Plin2	Lipofibroblast: Lung	CellMarker
Abcg1	Lipofibroblast: Lung	CellMarker
Ccl6	Lipofibroblast: Lung	CellMarker
Ear1	Lipofibroblast: Lung	CellMarker
Ear2	Lipofibroblast: Lung	CellMarker
Krt79	Lipofibroblast: Lung	CellMarker
Mrc1	Lipofibroblast: Lung	CellMarker
Plet1	Lipofibroblast: Lung	CellMarker
Ascl2	Liver progenitor cell: Liver	CellMarker
Krt19	Liver progenitor cell: Liver	CellMarker
Dlk1	Liver progenitor cell: Liver	CellMarker
Epcam	Liver progenitor cell: Liver	CellMarker
NA	Liver progenitor cell: Liver	CellMarker
Sox9	Liver progenitor cell: Liver	CellMarker
Eng	Liver stem cell: Liver	CellMarker
Itgb1	Liver stem cell: Liver	CellMarker
Cd44	Liver stem cell: Liver	CellMarker
Epcam	Liver stem cell: Liver	CellMarker
Gata4	Liver stem cell: Liver	CellMarker
Kcnmb4	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
Adamts16	Long-projecting GABAergic cell: Brain	CellMarker
Arhgdig	Long-projecting GABAergic cell: Brain	CellMarker
Arhgef15	Long-projecting GABAergic cell: Brain	CellMarker
Arl4a	Long-projecting GABAergic cell: Brain	CellMarker
Ass1	Long-projecting GABAergic cell: Brain	CellMarker
B2m	Long-projecting GABAergic cell: Brain	CellMarker
Bace2	Long-projecting GABAergic cell: Brain	CellMarker
Carhsp1	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
Chodl	Long-projecting GABAergic cell: Brain	CellMarker
Clic1	Long-projecting GABAergic cell: Brain	CellMarker
Cnih3	Long-projecting GABAergic cell: Brain	CellMarker
Col11a1	Long-projecting GABAergic cell: Brain	CellMarker
Cort	Long-projecting GABAergic cell: Brain	CellMarker
Ctxn2	Long-projecting GABAergic cell: Brain	CellMarker
D430019H16Rik	Long-projecting GABAergic cell: Brain	CellMarker
Dbpht2	Long-projecting GABAergic cell: Brain	CellMarker
Dpy19l1	Long-projecting GABAergic cell: Brain	CellMarker
Egfl7	Long-projecting GABAergic cell: Brain	CellMarker
Fam46a	Long-projecting GABAergic cell: Brain	CellMarker
Fndc1	Long-projecting GABAergic cell: Brain	CellMarker
Gabra2	Long-projecting GABAergic cell: Brain	CellMarker
Gabrg1	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
Gpr88	Long-projecting GABAergic cell: Brain	CellMarker
Hey1	Long-projecting GABAergic cell: Brain	CellMarker
Htr1a	Long-projecting GABAergic cell: Brain	CellMarker
Kcnmb4	Long-projecting GABAergic cell: Brain	CellMarker
NA	Long-projecting GABAergic cell: Brain	CellMarker
Ndrg1	Long-projecting GABAergic cell: Brain	CellMarker
Ndst4	Long-projecting GABAergic cell: Brain	CellMarker
Nnat	Long-projecting GABAergic cell: Brain	CellMarker
Nos1	Long-projecting GABAergic cell: Brain	CellMarker
Nptx1	Long-projecting GABAergic cell: Brain	CellMarker
Ntn1	Long-projecting GABAergic cell: Brain	CellMarker
Opn3	Long-projecting GABAergic cell: Brain	CellMarker
Oxtr	Long-projecting GABAergic cell: Brain	CellMarker
Patl2	Long-projecting GABAergic cell: Brain	CellMarker
Pnma3	Long-projecting GABAergic cell: Brain	CellMarker
Pou3f2	Long-projecting GABAergic cell: Brain	CellMarker
Prex1	Long-projecting GABAergic cell: Brain	CellMarker
Ptn	Long-projecting GABAergic cell: Brain	CellMarker
Ptpru	Long-projecting GABAergic cell: Brain	CellMarker
Rasgef1b	Long-projecting GABAergic cell: Brain	CellMarker
Rbp1	Long-projecting GABAergic cell: Brain	CellMarker
S100a10	Long-projecting GABAergic cell: Brain	CellMarker
Sc5d	Long-projecting GABAergic cell: Brain	CellMarker
Sfrp1	Long-projecting GABAergic cell: Brain	CellMarker
Slc5a5	Long-projecting GABAergic cell: Brain	CellMarker
Slc5a7	Long-projecting GABAergic cell: Brain	CellMarker
Slc7a3	Long-projecting GABAergic cell: Brain	CellMarker
Sst	Long-projecting GABAergic cell: Brain	CellMarker
St6galnac2	Long-projecting GABAergic cell: Brain	CellMarker
Sv2b	Long-projecting GABAergic cell: Brain	CellMarker
Tppp3	Long-projecting GABAergic cell: Brain	CellMarker
Tspan17	Long-projecting GABAergic cell: Brain	CellMarker
Wnt2	Long-projecting GABAergic cell: Brain	CellMarker
Wwc1	Long-projecting GABAergic cell: Brain	CellMarker
Cish	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Esam	Long-term hematopoietic stem cell: Bone marrow	CellMarker
F11r	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Mmrn1	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Procr	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Scarf1	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Tgm2	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Tie1	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Tinagl1	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Trpc6	Long-term hematopoietic stem cell: Bone marrow	CellMarker
Cd24a	Luminal epithelial cell: Prostate	CellMarker
Itga6	Luminal epithelial cell: Prostate	CellMarker
Kit	Luminal progenitor: Mammary gland	CellMarker
Aldh1a3	Luminal progenitor: Mammary gland	CellMarker
Cd14	Luminal progenitor: Mammary gland	CellMarker
Kit	Luminal progenitor: Mammary gland	CellMarker
Sftpc	Lung epithelial cell: Lung	CellMarker
Ccr2	Ly6c+ monocyte: Blood	CellMarker
Lyz2	Ly6c+ monocyte: Blood	CellMarker
S100a4	Ly6c+ monocyte: Blood	CellMarker
Lyve1	Lymphatic endothelial cell: Lymph node	CellMarker
Pdpn	Lymphatic endothelial cell: Lymph node	CellMarker
Prox1	Lymphatic endothelial cell: Lymph node	CellMarker
Vegfc	Lymphatic endothelial cell: Lymph node	CellMarker
Lyve1	Lymphatic endothelial cell: Lymph node	CellMarker
Vegfc	Lymphatic endothelial cell: Lymph node	CellMarker
Vegfd	Lymphatic endothelial cell: Lymph node	CellMarker
Flt4	Lymphatic endothelial cell: Lymph node	CellMarker
Lyve1	Lymphatic endothelial cell: Lymph node	CellMarker
Pdpn	Lymphatic endothelial cell: Lymph node	CellMarker
Flt4	Lymphatic endothelial cell: Lymph node	CellMarker
Cd3d	Lymphocyte: Aorta	CellMarker
Cd79a	Lymphocyte: Aorta	CellMarker
Cd8b1	Lymphocyte: Aorta	CellMarker
Nkg7	Lymphocyte: Aorta	CellMarker
Cd19	Lymphocyte: Bone marrow	CellMarker
Cd3d	Lymphocyte: Bone marrow	CellMarker
Cd3e	Lymphocyte: Bone marrow	CellMarker
Cd3g	Lymphocyte: Bone marrow	CellMarker
Ncam1	Lymphocyte: Bone marrow	CellMarker
Cd2	Lymphocyte: Bone marrow	CellMarker
Cd3d	Lymphocyte: Bone marrow	CellMarker
Cd3e	Lymphocyte: Bone marrow	CellMarker
Cd3g	Lymphocyte: Bone marrow	CellMarker
Cd8a	Lymphocyte: Bone marrow	CellMarker
Ccl5	Lymphocyte: Bone marrow	CellMarker
Ccr7	Lymphocyte: Bone marrow	CellMarker
Ccr9	Lymphocyte: Bone marrow	CellMarker
Cd79a	Lymphocyte: Bone marrow	CellMarker
Dntt	Lymphocyte: Bone marrow	CellMarker
Flt3	Lymphocyte: Bone marrow	CellMarker
Igll1	Lymphocyte: Bone marrow	CellMarker
Lck	Lymphocyte: Bone marrow	CellMarker
Lef1	Lymphocyte: Bone marrow	CellMarker
Lsp1	Lymphocyte: Bone marrow	CellMarker
Mzb1	Lymphocyte: Bone marrow	CellMarker
Vpreb1	Lymphocyte: Bone marrow	CellMarker
Vpreb3	Lymphocyte: Bone marrow	CellMarker
Cd37	Lymphocyte: Lacrimal gland	CellMarker
Cd3g	Lymphocyte: Lacrimal gland	CellMarker
Cd52	Lymphocyte: Lacrimal gland	CellMarker
Coro1a	Lymphocyte: Lacrimal gland	CellMarker
Cxcr6	Lymphocyte: Lacrimal gland	CellMarker
Gmfg	Lymphocyte: Lacrimal gland	CellMarker
Klk8	Lymphocyte: Lacrimal gland	CellMarker
Lat	Lymphocyte: Lacrimal gland	CellMarker
Lgals3	Lymphocyte: Lacrimal gland	CellMarker
Lsp1	Lymphocyte: Lacrimal gland	CellMarker
Pim1	Lymphocyte: Lacrimal gland	CellMarker
Ptprcap	Lymphocyte: Lacrimal gland	CellMarker
Rgcc	Lymphocyte: Lacrimal gland	CellMarker
Rgs1	Lymphocyte: Lacrimal gland	CellMarker
Srgn	Lymphocyte: Lacrimal gland	CellMarker
Cd19	Lymphocyte: Spleen	CellMarker
Cd3d	Lymphocyte: Spleen	CellMarker
Cd3e	Lymphocyte: Spleen	CellMarker
Cd3g	Lymphocyte: Spleen	CellMarker
Klrb1c	Lymphocyte: Spleen	CellMarker
Itgae	Lymphoid cell: Undefined	CellMarker
Itgae	Lymphoid cell: Undefined	CellMarker
Kit	Lymphoid cell: Undefined	CellMarker
Ifngr1	Lymphoid cell: Undefined	CellMarker
Il2rb	Lymphoid cell: Undefined	CellMarker
Il7r	Lymphoid cell: Undefined	CellMarker
Fcgr3	Lymphoid cell: Undefined	CellMarker
Cd160	Lymphoid cell: Undefined	CellMarker
Klrb1	Lymphoid cell: Undefined	CellMarker
Klrb1b	Lymphoid cell: Undefined	CellMarker
Klrb1c	Lymphoid cell: Undefined	CellMarker
Cxcr2	Lymphoid cell: Undefined	CellMarker
Cxcr3	Lymphoid cell: Undefined	CellMarker
Ccr6	Lymphoid cell: Undefined	CellMarker
Cd1d1	Lymphoid cell: Undefined	CellMarker
Cd2	Lymphoid cell: Undefined	CellMarker
Il12rb1	Lymphoid cell: Undefined	CellMarker
Pecam1	Lymphoid cell: Undefined	CellMarker
Klrk1	Lymphoid cell: Undefined	CellMarker
Slamf7	Lymphoid cell: Undefined	CellMarker
Ncr1	Lymphoid cell: Undefined	CellMarker
Cd34	Lymphoid cell: Undefined	CellMarker
Cd4	Lymphoid cell: Undefined	CellMarker
Spn	Lymphoid cell: Undefined	CellMarker
Cd44	Lymphoid cell: Undefined	CellMarker
Ptprc	Lymphoid cell: Undefined	CellMarker
Ptprc	Lymphoid cell: Undefined	CellMarker
Ptprc	Lymphoid cell: Undefined	CellMarker
Ptprc	Lymphoid cell: Undefined	CellMarker
Itga2	Lymphoid cell: Undefined	CellMarker
B3gat1	Lymphoid cell: Undefined	CellMarker
Cd69	Lymphoid cell: Undefined	CellMarker
Cd8a	Lymphoid cell: Undefined	CellMarker
Plaur	Lymphoid cell: Undefined	CellMarker
Thy1	Lymphoid cell: Undefined	CellMarker
Klrd1	Lymphoid cell: Undefined	CellMarker
Cd96	Lymphoid cell: Undefined	CellMarker
Cx3cr1	Lymphoid cell: Undefined	CellMarker
Flt3	Lymphoid cell: Undefined	CellMarker
Klrg1	Lymphoid cell: Undefined	CellMarker
MHC class II	Lymphoid cell: Undefined	CellMarker
Zbtb16	Lymphoid cell: Undefined	CellMarker
Rorc	Lymphoid cell: Undefined	CellMarker
Ly6a	Lymphoid cell: Undefined	CellMarker
Il1rl1	Lymphoid cell: Undefined	CellMarker
Kit	Lymphoid-primed multipotent progenitor: Bone marrow	CellMarker
Cd34	Lymphoid-primed multipotent progenitor: Bone marrow	CellMarker
Flt3	Lymphoid-primed multipotent progenitor: Bone marrow	CellMarker
NA	Lymphoid-primed multipotent progenitor: Bone marrow	CellMarker
Ly6a	Lymphoid-primed multipotent progenitor: Bone marrow	CellMarker
Kit	Lymphoid-primed multipotent progenitor: Undefined	CellMarker
Il7r	Lymphoid-primed multipotent progenitor: Undefined	CellMarker
Flt3	Lymphoid-primed multipotent progenitor: Undefined	CellMarker
Cd34	Lymphoid-primed multipotent progenitor: Undefined	CellMarker
Ly6a	Lymphoid-primed multipotent progenitor: Undefined	CellMarker
Il1b	M1 macrophage: Adipose tissue	CellMarker
Nos2	M1 macrophage: Adipose tissue	CellMarker
Ccl2	M1 macrophage: Adipose tissue	CellMarker
Ccl5	M1 macrophage: Adipose tissue	CellMarker
Il18	M1 macrophage: Adipose tissue	CellMarker
Il6	M1 macrophage: Adipose tissue	CellMarker
Nos2	M1 macrophage: Adipose tissue	CellMarker
Cd274	M1 macrophage: Adipose tissue	CellMarker
Tnf	M1 macrophage: Adipose tissue	CellMarker
Il6	M1 macrophage: Artery	CellMarker
Nos2	M1 macrophage: Artery	CellMarker
Fcgr3	M1 macrophage: Artery	CellMarker
Cdh1	M1 macrophage: Artery	CellMarker
Cd40	M1 macrophage: Brain	CellMarker
Ccr7	M1 macrophage: Lung	CellMarker
Cd40	M1 macrophage: Lung	CellMarker
Nos2	M1 macrophage: Lung	CellMarker
Il12a	M1 macrophage: Lung	CellMarker
Il12b	M1 macrophage: Lung	CellMarker
Nos2	M1 macrophage: Lung	CellMarker
Irf5	M1 macrophage: Lung	CellMarker
Tnf	M1 macrophage: Lung	CellMarker
Ccr7	M1 macrophage: Serum	CellMarker
Cd14	M1 macrophage: Undefined	CellMarker
Fcgr3	M1 macrophage: Undefined	CellMarker
Msr1	M1 macrophage: Undefined	CellMarker
Cdh1	M1 macrophage: Undefined	CellMarker
Clec7a	M1 macrophage: Undefined	CellMarker
Fcgr1	M1 macrophage: Undefined	CellMarker
Cd68	M1 macrophage: Undefined	CellMarker
Cd80	M1 macrophage: Undefined	CellMarker
Cd86	M1 macrophage: Undefined	CellMarker
Irf5	M1 macrophage: Undefined	CellMarker
Ly6c1	M1 macrophage: Undefined	CellMarker
Mertk	M1 macrophage: Undefined	CellMarker
MHC class II	M1 macrophage: Undefined	CellMarker
Nos2	M1 macrophage: Undefined	CellMarker
Stat1	M1 macrophage: Undefined	CellMarker
Itgax	M1 macrophage: White adipose tissue	CellMarker
Chil3	M2 macrophage: Adipose tissue	CellMarker
Clec10a	M2 macrophage: Adipose tissue	CellMarker
Il4	M2 macrophage: Adipose tissue	CellMarker
Mrc1	M2 macrophage: Adipose tissue	CellMarker
Arg1	M2 macrophage: Artery	CellMarker
Mrc1	M2 macrophage: Artery	CellMarker
Tgfb1	M2 macrophage: Artery	CellMarker
Mrc1	M2 macrophage: Artery	CellMarker
Arg1	M2 macrophage: Artery	CellMarker
Mrc1	M2 macrophage: Artery	CellMarker
Chil3	M2 macrophage: Artery	CellMarker
Mrc1	M2 macrophage: Artery	CellMarker
Il13ra1	M2 macrophage: Bone marrow	CellMarker
Arg1	M2 macrophage: Bone marrow	CellMarker
Ccl22	M2 macrophage: Bone marrow	CellMarker
Itgam	M2 macrophage: Bone marrow	CellMarker
Mrc1	M2 macrophage: Bone marrow	CellMarker
Adgre1	M2 macrophage: Bone marrow	CellMarker
Mrc1	M2 macrophage: Bone marrow	CellMarker
Arg1	M2 macrophage: Bone marrow	CellMarker
Cd163	M2 macrophage: Bone marrow	CellMarker
Il10	M2 macrophage: Bone marrow	CellMarker
Arg1	M2 macrophage: Lung	CellMarker
Arg1	M2 macrophage: Lung	CellMarker
Cd163	M2 macrophage: Lung	CellMarker
Mrc1	M2 macrophage: Lung	CellMarker
Arg1	M2 macrophage: Lung	CellMarker
Il10	M2 macrophage: Lung	CellMarker
Mrc1	M2 macrophage: Lung	CellMarker
Il10	M2 macrophage: Lung	CellMarker
Mrc1	M2 macrophage: Serum	CellMarker
Fcgr3	M2 macrophage: Serum	CellMarker
Cd200	M2 macrophage: Serum	CellMarker
Mrc1	M2 macrophage: Serum	CellMarker
Cdh1	M2 macrophage: Serum	CellMarker
Il10	M2 macrophage: Undefined	CellMarker
Csf1r	M2 macrophage: Undefined	CellMarker
Cd14	M2 macrophage: Undefined	CellMarker
Cd163	M2 macrophage: Undefined	CellMarker
Msr1	M2 macrophage: Undefined	CellMarker
Mrc1	M2 macrophage: Undefined	CellMarker
Cd209e	M2 macrophage: Undefined	CellMarker
Csf1r	M2 macrophage: Undefined	CellMarker
Fcer1a	M2 macrophage: Undefined	CellMarker
Irf4	M2 macrophage: Undefined	CellMarker
Ly6c1	M2 macrophage: Undefined	CellMarker
Retnla	M2 macrophage: Undefined	CellMarker
Mrc1	M2 macrophage: White adipose tissue	CellMarker
Adgre1	Macrophage: Adipose tissue	CellMarker
Itgax	Macrophage: Adipose tissue	CellMarker
Mrc1	Macrophage: Adipose tissue	CellMarker
Adgre1	Macrophage: Adipose tissue	CellMarker
Adgre1	Macrophage: Adipose tissue	CellMarker
Adgre1	Macrophage: Adipose tissue	CellMarker
Itgam	Macrophage: Adipose tissue	CellMarker
Cd68	Macrophage: Aorta	CellMarker
Adgre1	Macrophage: Aorta	CellMarker
cd68	Macrophage: Aorta	CellMarker
Csf1r	Macrophage: Aorta	CellMarker
Fcgr1	Macrophage: Aorta	CellMarker
Adgre1	Macrophage: Aorta	CellMarker
Cd14	Macrophage: Aorta	CellMarker
Csf1r	Macrophage: Aorta	CellMarker
Fcgr1	Macrophage: Aorta	CellMarker
Cd68	Macrophage: Artery	CellMarker
Adgre1	Macrophage: Artery	CellMarker
Adgre1	Macrophage: Artery	CellMarker
Adgre1	Macrophage: Artery	CellMarker
Adgre1	Macrophage: Artery	CellMarker
Basp1	Macrophage: Blood	CellMarker
Bst2	Macrophage: Blood	CellMarker
Cd5l	Macrophage: Blood	CellMarker
Cd79b	Macrophage: Blood	CellMarker
Gzma	Macrophage: Blood	CellMarker
S100a4	Macrophage: Blood	CellMarker
Vcam1	Macrophage: Blood	CellMarker
Fcgr3	Macrophage: Bone marrow	CellMarker
Mrc1	Macrophage: Bone marrow	CellMarker
Fcer2a	Macrophage: Bone marrow	CellMarker
Pdcd1lg2	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
MHC class II	Macrophage: Bone marrow	CellMarker
Cd163	Macrophage: Bone marrow	CellMarker
Mrc1	Macrophage: Bone marrow	CellMarker
Fcgr1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Itgam	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Itgam	Macrophage: Bone marrow	CellMarker
MHC class II	Macrophage: Bone marrow	CellMarker
NA	Macrophage: Bone marrow	CellMarker
Itgam	Macrophage: Bone marrow	CellMarker
Anpep	Macrophage: Bone marrow	CellMarker
Fcgr3	Macrophage: Bone marrow	CellMarker
Cdh1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
Adgre1	Macrophage: Bone marrow	CellMarker
C1qb	Macrophage: Bone marrow	CellMarker
Dock2	Macrophage: Brain	CellMarker
Lrmda	Macrophage: Brain	CellMarker
Abca9	Macrophage: Brain	CellMarker
Aoah	Macrophage: Brain	CellMarker
Apoe	Macrophage: Brain	CellMarker
Arhgap15	Macrophage: Brain	CellMarker
Bank1	Macrophage: Brain	CellMarker
Cd84	Macrophage: Brain	CellMarker
Cfh	Macrophage: Brain	CellMarker
Cmah	Macrophage: Brain	CellMarker
Colec12	Macrophage: Brain	CellMarker
Csf1r	Macrophage: Brain	CellMarker
Ctsb	Macrophage: Brain	CellMarker
Dab2	Macrophage: Brain	CellMarker
