geneSymbol	CellType	Source
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Wdr78	Hematopoietic stem cell: Bone marrow	CellMarker
Wfdc2	Hematopoietic stem cell: Bone marrow	CellMarker
Wnk4	Hematopoietic stem cell: Bone marrow	CellMarker
Wwtr1	Hematopoietic stem cell: Bone marrow	CellMarker
Xkr6	Hematopoietic stem cell: Bone marrow	CellMarker
Yes1	Hematopoietic stem cell: Bone marrow	CellMarker
Ypel2	Hematopoietic stem cell: Bone marrow	CellMarker
Zbtb4	Hematopoietic stem cell: Bone marrow	CellMarker
Zcchc12	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfand5	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp111	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp184	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp354a	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp37	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp467	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp521	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp612	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp618	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp64	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp831	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Zfp945	Hematopoietic stem cell: Bone marrow	CellMarker
Zfr2	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Znfx1	Hematopoietic stem cell: Bone marrow	CellMarker
Zxdb	Hematopoietic stem cell: Bone marrow	CellMarker
Kit	Hematopoietic stem cell: Bone marrow	CellMarker
Slamf1	Hematopoietic stem cell: Bone marrow	CellMarker
Cd34	Hematopoietic stem cell: Bone marrow	CellMarker
Ptprc	Hematopoietic stem cell: Bone marrow	CellMarker
Cd48	Hematopoietic stem cell: Bone marrow	CellMarker
Procr	Hematopoietic stem cell: Bone marrow	CellMarker
Flt3	Hematopoietic stem cell: Bone marrow	CellMarker
Il7r	Hematopoietic stem cell: Bone marrow	CellMarker
NA	Hematopoietic stem cell: Bone marrow	CellMarker
Ly6a	Hematopoietic stem cell: Bone marrow	CellMarker
Pecam1	Hematopoietic stem cell: Embryo	CellMarker
Cd34	Hematopoietic stem cell: Embryo	CellMarker
Kit	Hematopoietic stem cell: Embryo	CellMarker
Pecam1	Hematopoietic stem cell: Peripheral blood	CellMarker
Kit	Hematopoietic stem cell: Peripheral blood	CellMarker
Ly6a	Hematopoietic stem cell: Peripheral blood	CellMarker
Cd34	Hematopoietic stem cell: Peripheral blood	CellMarker
Kit	Hematopoietic stem cell: Peripheral blood	CellMarker
Ly6a	Hematopoietic stem cell: Peripheral blood	CellMarker
Thy1	Hematopoietic stem cell: Peripheral blood	CellMarker
Cd34	Hematopoietic stem cell: Undefined	CellMarker
Kit	Hematopoietic stem cell: Undefined	CellMarker
Slamf1	Hematopoietic stem cell: Undefined	CellMarker
Ly6a	Hematopoietic stem cell: Undefined	CellMarker
Cd34	Hematopoietic stem cell: Undefined	CellMarker
Cd48	Hematopoietic stem cell: Undefined	CellMarker
NA	Hematopoietic stem cell: Undefined	CellMarker
Flt3	Hematopoietic stem cell: Undefined	CellMarker
Cd38	Hematopoietic stem cell: Yolk sac	CellMarker
Kit	Hematopoietic stem cell: Yolk sac	CellMarker
Alox5	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Csf1	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Egr1	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Fos	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Gata1	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Gata2	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Gfi1b	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Ikzf2	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Jun	Hematopoietic stem cell progenitor cell: Bone	CellMarker
Afp	Hepatoblast: Liver	CellMarker
Afp	Hepatoblast: Liver	CellMarker
Krt18	Hepatocyte: Liver	CellMarker
Afp	Hepatocyte: Liver	CellMarker
Albumin family	Hepatocyte: Liver	CellMarker
Afp	Hepatocyte: Liver	CellMarker
NA	Hepatocyte: Liver	CellMarker
Acly	Hepatocyte: Liver	CellMarker
Alb	Hepatocyte: Liver	CellMarker
Apoa1	Hepatocyte: Liver	CellMarker
Asl	Hepatocyte: Liver	CellMarker
Ass1	Hepatocyte: Liver	CellMarker
Cyp2e1	Hepatocyte: Liver	CellMarker
Cyp2f2	Hepatocyte: Liver	CellMarker
G6pc	Hepatocyte: Liver	CellMarker
Glul	Hepatocyte: Liver	CellMarker
Mup3	Hepatocyte: Liver	CellMarker
Pck1	Hepatocyte: Liver	CellMarker
Cited1	Hormone sensing differentiated cell: Mammary gland	CellMarker
Esr1	Hormone sensing differentiated cell: Mammary gland	CellMarker
Pgr	Hormone sensing differentiated cell: Mammary gland	CellMarker
Prlr	Hormone sensing differentiated cell: Mammary gland	CellMarker
S100a6	Hormone sensing differentiated cell: Mammary gland	CellMarker
Aldh1a3	Hormone sensing progenitor: Mammary gland	CellMarker
Cd14	Hormone sensing progenitor: Mammary gland	CellMarker
Cited1	Hormone sensing progenitor: Mammary gland	CellMarker
Esr1	Hormone sensing progenitor: Mammary gland	CellMarker
Kit	Hormone sensing progenitor: Mammary gland	CellMarker
Pgr	Hormone sensing progenitor: Mammary gland	CellMarker
Prlr	Hormone sensing progenitor: Mammary gland	CellMarker
S100a6	Hormone sensing progenitor: Mammary gland	CellMarker
Ptprc	IgA lamina propria lymphocyte: Small intestine	CellMarker
Sdc1	IgA lamina propria lymphocyte: Small intestine	CellMarker
Cd79a	IgA lamina propria lymphocyte: Small intestine	CellMarker
Cd74	Immature dendritic cell: Bone marrow	CellMarker
Cd86	Immature dendritic cell: Bone marrow	CellMarker
Cst3	Immature dendritic cell: Bone marrow	CellMarker
H2-Ab1	Immature dendritic cell: Bone marrow	CellMarker
H2-Eb1	Immature dendritic cell: Bone marrow	CellMarker
Dcx	Immature neuron: Brain	CellMarker
Gap43	Immature olfactory sensory neuron: Brain	CellMarker
Gng8	Immature olfactory sensory neuron: Brain	CellMarker
Amh	Immature sertoli cell: Testis	CellMarker
Ptprc	Immature transitional B cell: Lymphoid tissue	CellMarker
Tnfrsf13c	Immature transitional B cell: Lymphoid tissue	CellMarker
Cd24a	Immature transitional B cell: Lymphoid tissue	CellMarker
Cd93	Immature transitional B cell: Lymphoid tissue	CellMarker
NA	Immature transitional B cell: Lymphoid tissue	CellMarker
NA	Immature transitional B cell: Lymphoid tissue	CellMarker
Cd40lg	Immature transitional B cell: Lymphoid tissue	CellMarker
Pax5	Immature transitional B cell: Lymphoid tissue	CellMarker
Tnfrsf13b	Immature transitional B cell: Lymphoid tissue	CellMarker
Ifng	Immune cell: Adipose tissue	CellMarker
Il10	Immune cell: Adipose tissue	CellMarker
Il1b	Immune cell: Adipose tissue	CellMarker
Il2	Immune cell: Adipose tissue	CellMarker
Il6	Immune cell: Adipose tissue	CellMarker
Tnf	Immune cell: Adipose tissue	CellMarker
Apoe	Immune cell: Lacrimal gland	CellMarker
C1qa	Immune cell: Lacrimal gland	CellMarker
C1qa	Immune cell: Lacrimal gland	CellMarker
C1qc	Immune cell: Lacrimal gland	CellMarker
Cd52	Immune cell: Lacrimal gland	CellMarker
Cd68	Immune cell: Lacrimal gland	CellMarker
Cfp	Immune cell: Lacrimal gland	CellMarker
Coro1a	Immune cell: Lacrimal gland	CellMarker
Ctss	Immune cell: Lacrimal gland	CellMarker
Cxcl2	Immune cell: Lacrimal gland	CellMarker
Fcer1g	Immune cell: Lacrimal gland	CellMarker
Fcer1g	Immune cell: Lacrimal gland	CellMarker
Fcgr3	Immune cell: Lacrimal gland	CellMarker
Hdc	Immune cell: Lacrimal gland	CellMarker
Pf4	Immune cell: Lacrimal gland	CellMarker
Sepp1	Immune cell: Lacrimal gland	CellMarker
Slc40a1	Immune cell: Lacrimal gland	CellMarker
Ifi207	Immune cell: Lung	CellMarker
Alox5ap	Immune cell: Lung	CellMarker
Apobec1	Immune cell: Lung	CellMarker
Apoe	Immune cell: Lung	CellMarker
Arhgdib	Immune cell: Lung	CellMarker
Bcl2a1d	Immune cell: Lung	CellMarker
Ccl9	Immune cell: Lung	CellMarker
Cd53	Immune cell: Lung	CellMarker
Cd68	Immune cell: Lung	CellMarker
Cd86	Immune cell: Lung	CellMarker
Clec4a2	Immune cell: Lung	CellMarker
Clec7a	Immune cell: Lung	CellMarker
Coro1a	Immune cell: Lung	CellMarker
Cotl1	Immune cell: Lung	CellMarker
Csf1r	Immune cell: Lung	CellMarker
Csf2rb	Immune cell: Lung	CellMarker
Cst3	Immune cell: Lung	CellMarker
Ctsb	Immune cell: Lung	CellMarker
Ctsc	Immune cell: Lung	CellMarker
Ctsd	Immune cell: Lung	CellMarker
Ctss	Immune cell: Lung	CellMarker
Cybb	Immune cell: Lung	CellMarker
Dab2	Immune cell: Lung	CellMarker
Efhd2	Immune cell: Lung	CellMarker
F13a1	Immune cell: Lung	CellMarker
Fcer1g	Immune cell: Lung	CellMarker
Fcgr1	Immune cell: Lung	CellMarker
Fcgr2b	Immune cell: Lung	CellMarker
Fermt3	Immune cell: Lung	CellMarker
Fth1	Immune cell: Lung	CellMarker
Fyb	Immune cell: Lung	CellMarker
NA	Immune cell: Lung	CellMarker
Hexa	Immune cell: Lung	CellMarker
Ifi203	Immune cell: Lung	CellMarker
Ifi204	Immune cell: Lung	CellMarker
Igsf6	Immune cell: Lung	CellMarker
Laptm5	Immune cell: Lung	CellMarker
Lcp2	Immune cell: Lung	CellMarker
Lgmn	Immune cell: Lung	CellMarker
Lilrb4	Immune cell: Lung	CellMarker
Lrmp	Immune cell: Lung	CellMarker
Ly86	Immune cell: Lung	CellMarker
Lyz2	Immune cell: Lung	CellMarker
Milr1	Immune cell: Lung	CellMarker
Mrc1	Immune cell: Lung	CellMarker
Ms4a6c	Immune cell: Lung	CellMarker
Ms4a6d	Immune cell: Lung	CellMarker
Ncf2	Immune cell: Lung	CellMarker
Ncf4	Immune cell: Lung	CellMarker
Ptafr	Immune cell: Lung	CellMarker
Ptprc	Immune cell: Lung	CellMarker
Pycard	Immune cell: Lung	CellMarker
Rac2	Immune cell: Lung	CellMarker
Rassf4	Immune cell: Lung	CellMarker
Runx1	Immune cell: Lung	CellMarker
Sirpa	Immune cell: Lung	CellMarker
Slfn2	Immune cell: Lung	CellMarker
Tlr2	Immune cell: Lung	CellMarker
Tpd52	Immune cell: Lung	CellMarker
Trem2	Immune cell: Lung	CellMarker
Trpv2	Immune cell: Lung	CellMarker
Tyrobp	Immune cell: Lung	CellMarker
Uckl1	Immune cell: Lung	CellMarker
Unc93b1	Immune cell: Lung	CellMarker
Lgr5	Incisor epithelial stem cell: Embryo	CellMarker
Itga6	Induced pluripotent stem cell: Undefined	CellMarker
Klf4	Induced pluripotent stem cell: Undefined	CellMarker
Lin28a	Induced pluripotent stem cell: Undefined	CellMarker
Nanog	Induced pluripotent stem cell: Undefined	CellMarker
Pou5f1	Induced pluripotent stem cell: Undefined	CellMarker
Sox2	Induced pluripotent stem cell: Undefined	CellMarker
Nanog	Induced pluripotent stem cell: Undefined	CellMarker
Pou5f1	Induced pluripotent stem cell: Undefined	CellMarker
Sox2	Induced pluripotent stem cell: Undefined	CellMarker
Izumo1r	Induced regulatory T (Treg) cell: Blood	CellMarker
Tcf7	Induced regulatory T (Treg) cell: Blood	CellMarker
Trbc2	Induced regulatory T (Treg) cell: Blood	CellMarker
Nrp1	Induced regulatory T (Treg) cell: Peripheral blood	CellMarker
Cd68	Inflammatory cell: Muscle	CellMarker
Adgre1	Inflammatory cell: Muscle	CellMarker
Ccl5	Inflammatory monocyte: Blood	CellMarker
S100a4	Inflammatory monocyte: Blood	CellMarker
2010300C02Rik	Interneuron-selective cell: Brain	CellMarker
Bcar3	Interneuron-selective cell: Brain	CellMarker
Celsr3	Interneuron-selective cell: Brain	CellMarker
Chrna4	Interneuron-selective cell: Brain	CellMarker
Cpox	Interneuron-selective cell: Brain	CellMarker
Dlgap3	Interneuron-selective cell: Brain	CellMarker
Dok7	Interneuron-selective cell: Brain	CellMarker
Egfr	Interneuron-selective cell: Brain	CellMarker
Kcnh3	Interneuron-selective cell: Brain	CellMarker
Lrrc3b	Interneuron-selective cell: Brain	CellMarker
NA	Interneuron-selective cell: Brain	CellMarker
Npy2r	Interneuron-selective cell: Brain	CellMarker
Nr2e1	Interneuron-selective cell: Brain	CellMarker
Ostf1	Interneuron-selective cell: Brain	CellMarker
Ptms	Interneuron-selective cell: Brain	CellMarker
Rasd2	Interneuron-selective cell: Brain	CellMarker
Rgs16	Interneuron-selective cell: Brain	CellMarker
Rprm	Interneuron-selective cell: Brain	CellMarker
Sema5b	Interneuron-selective cell: Brain	CellMarker
Slc12a4	Interneuron-selective cell: Brain	CellMarker
St3gal1	Interneuron-selective cell: Brain	CellMarker
Tpbg	Interneuron-selective cell: Brain	CellMarker
Unc5a	Interneuron-selective cell: Brain	CellMarker
Wscd2	Interneuron-selective cell: Brain	CellMarker
Lgr5	Intestinal epithelial stem cell: Intestine	CellMarker
Dclk1	Intestinal stem cell: Colon epithelium	CellMarker
Lgr5	Intestinal stem cell: Intestine	CellMarker
Msi1	Intestinal stem cell: Intestine	CellMarker
Dclk1	Intestinal stem cell: Intestine	CellMarker
Hesx1	Intestinal stem cell: Intestine	CellMarker
Lgr5	Intestinal stem cell: Intestine	CellMarker
Msi1	Intestinal stem cell: Intestine	CellMarker
NA	Intestinal stem cell: Intestine	CellMarker
Bmi1	Intestinal stem cell: Intestine	CellMarker
Bmpr1a	Intestinal stem cell: Intestine	CellMarker
Dclk1	Intestinal stem cell: Intestine	CellMarker
NA	Intestinal stem cell: Intestine	CellMarker
Lgr5	Intestinal stem cell: Intestine	CellMarker
Msi1	Intestinal stem cell: Intestine	CellMarker
Olfm4	Intestinal stem cell: Intestine	CellMarker
Alcam	Intestinal stem cell: Small intestine	CellMarker
Cd24a	Intestinal stem cell: Small intestine	CellMarker
Cd44	Intestinal stem cell: Small intestine	CellMarker
Hspa5	Intestinal stem cell: Small intestine	CellMarker
Bmi1	Intestinal stem cell: Small intestine	CellMarker
Lgr5	Intestinal stem cell: Small intestine	CellMarker
Bmi1	Intestinal stem cell: Small intestine	CellMarker
2010107E04Rik	Ionocyte cell: Trachea	CellMarker
4833439L19Rik	Ionocyte cell: Trachea	CellMarker
4930563D23Rik	Ionocyte cell: Trachea	CellMarker
A430033K04Rik	Ionocyte cell: Trachea	CellMarker
Ace	Ionocyte cell: Trachea	CellMarker
Acss1	Ionocyte cell: Trachea	CellMarker
Adcy5	Ionocyte cell: Trachea	CellMarker
Adgrf5	Ionocyte cell: Trachea	CellMarker
Ak6	Ionocyte cell: Trachea	CellMarker
Akt2	Ionocyte cell: Trachea	CellMarker
Aplp2	Ionocyte cell: Trachea	CellMarker
Ascl3	Ionocyte cell: Trachea	CellMarker
Asgr1	Ionocyte cell: Trachea	CellMarker
Atp5j	Ionocyte cell: Trachea	CellMarker
Atp6ap2	Ionocyte cell: Trachea	CellMarker
Atp6v0b	Ionocyte cell: Trachea	CellMarker
Atp6v0c	Ionocyte cell: Trachea	CellMarker
Atp6v0d2	Ionocyte cell: Trachea	CellMarker
Atp6v1a	Ionocyte cell: Trachea	CellMarker
Atp6v1b1	Ionocyte cell: Trachea	CellMarker
Atp6v1c2	Ionocyte cell: Trachea	CellMarker
Atp6v1d	Ionocyte cell: Trachea	CellMarker
Atp6v1e1	Ionocyte cell: Trachea	CellMarker
Atp7a	Ionocyte cell: Trachea	CellMarker
Blcap	Ionocyte cell: Trachea	CellMarker
Blnk	Ionocyte cell: Trachea	CellMarker
Ccpg1	Ionocyte cell: Trachea	CellMarker
Cd59a	Ionocyte cell: Trachea	CellMarker
Cd81	Ionocyte cell: Trachea	CellMarker
Cdkn1c	Ionocyte cell: Trachea	CellMarker
Cftr	Ionocyte cell: Trachea	CellMarker
Clcnkb	Ionocyte cell: Trachea	CellMarker
Coch	Ionocyte cell: Trachea	CellMarker
Col18a1	Ionocyte cell: Trachea	CellMarker
Colec12	Ionocyte cell: Trachea	CellMarker
Cox6c	Ionocyte cell: Trachea	CellMarker
Cpxm2	Ionocyte cell: Trachea	CellMarker
Cttnbp2	Ionocyte cell: Trachea	CellMarker
Deptor	Ionocyte cell: Trachea	CellMarker
Emc6	Ionocyte cell: Trachea	CellMarker
Fam102a	Ionocyte cell: Trachea	CellMarker
Fkbp5	Ionocyte cell: Trachea	CellMarker
Foxi1	Ionocyte cell: Trachea	CellMarker
Gadd45a	Ionocyte cell: Trachea	CellMarker
Galnt13	Ionocyte cell: Trachea	CellMarker
Glmp	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
Gnas	Ionocyte cell: Trachea	CellMarker
Gng4	Ionocyte cell: Trachea	CellMarker
Gpr183	Ionocyte cell: Trachea	CellMarker
Gpr35	Ionocyte cell: Trachea	CellMarker
Hacd3	Ionocyte cell: Trachea	CellMarker
Hexb	Ionocyte cell: Trachea	CellMarker
Iqgap1	Ionocyte cell: Trachea	CellMarker
Itih5	Ionocyte cell: Trachea	CellMarker
Kcnc4	Ionocyte cell: Trachea	CellMarker
Kcnma1	Ionocyte cell: Trachea	CellMarker
Kit	Ionocyte cell: Trachea	CellMarker
Ldhb	Ionocyte cell: Trachea	CellMarker
Lyz1	Ionocyte cell: Trachea	CellMarker
Lyz2	Ionocyte cell: Trachea	CellMarker
Moxd1	Ionocyte cell: Trachea	CellMarker
Muc20	Ionocyte cell: Trachea	CellMarker
Nrip3	Ionocyte cell: Trachea	CellMarker
Ogdh	Ionocyte cell: Trachea	CellMarker
P2ry14	Ionocyte cell: Trachea	CellMarker
Pam	Ionocyte cell: Trachea	CellMarker
Parm1	Ionocyte cell: Trachea	CellMarker
Pde1c	Ionocyte cell: Trachea	CellMarker
Pdlim3	Ionocyte cell: Trachea	CellMarker
Pfkp	Ionocyte cell: Trachea	CellMarker
Phlda1	Ionocyte cell: Trachea	CellMarker
Plcg2	Ionocyte cell: Trachea	CellMarker
Plekhs1	Ionocyte cell: Trachea	CellMarker
Plxna4	Ionocyte cell: Trachea	CellMarker
Pnpla2	Ionocyte cell: Trachea	CellMarker
Pparg	Ionocyte cell: Trachea	CellMarker
Ppp2r5a	Ionocyte cell: Trachea	CellMarker
Pradc1	Ionocyte cell: Trachea	CellMarker
Prr18	Ionocyte cell: Trachea	CellMarker
Prss8	Ionocyte cell: Trachea	CellMarker
Rasa4	Ionocyte cell: Trachea	CellMarker
Rasd1	Ionocyte cell: Trachea	CellMarker
Raver2	Ionocyte cell: Trachea	CellMarker
Rbpms	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
Rragd	Ionocyte cell: Trachea	CellMarker
S100a1	Ionocyte cell: Trachea	CellMarker
Sdk1	Ionocyte cell: Trachea	CellMarker
Sh3bgrl2	Ionocyte cell: Trachea	CellMarker
Sipa1l2	Ionocyte cell: Trachea	CellMarker
Slc12a2	Ionocyte cell: Trachea	CellMarker
Slc27a2	Ionocyte cell: Trachea	CellMarker
Slc9a4	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
Sox4	Ionocyte cell: Trachea	CellMarker
St14	Ionocyte cell: Trachea	CellMarker
Stap1	Ionocyte cell: Trachea	CellMarker
Syn2	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
Tfcp2l1	Ionocyte cell: Trachea	CellMarker
Tmem9b	Ionocyte cell: Trachea	CellMarker
Tmprss13	Ionocyte cell: Trachea	CellMarker
Txndc5	Ionocyte cell: Trachea	CellMarker
Uqcrb	Ionocyte cell: Trachea	CellMarker
Ascl3	Ionocyte cell: Trachea	CellMarker
Asgr1	Ionocyte cell: Trachea	CellMarker
Atp6v0d2	Ionocyte cell: Trachea	CellMarker
Atp6v1e1	Ionocyte cell: Trachea	CellMarker
Cd81	Ionocyte cell: Trachea	CellMarker
Cftr	Ionocyte cell: Trachea	CellMarker
Foxi1	Ionocyte cell: Trachea	CellMarker
NA	Ionocyte cell: Trachea	CellMarker
Gnas	Ionocyte cell: Trachea	CellMarker
Iqgap1	Ionocyte cell: Trachea	CellMarker
Ldhb	Ionocyte cell: Trachea	CellMarker
Moxd1	Ionocyte cell: Trachea	CellMarker
P2ry14	Ionocyte cell: Trachea	CellMarker
Parm1	Ionocyte cell: Trachea	CellMarker
Rasd1	Ionocyte cell: Trachea	CellMarker
Rbpms	Ionocyte cell: Trachea	CellMarker
Slc12a2	Ionocyte cell: Trachea	CellMarker
Stap1	Ionocyte cell: Trachea	CellMarker
Tfcp2l1	Ionocyte cell: Trachea	CellMarker
Syp	Ito cell (hepatic stellate cell): Liver	CellMarker
Stx2	Ito cell (hepatic stellate cell): Liver	CellMarker
Acta2	Ito cell (hepatic stellate cell): Liver	CellMarker
Des	Ito cell (hepatic stellate cell): Liver	CellMarker
Acta2	Ito cell (hepatic stellate cell): Liver	CellMarker
Igfbp3	Ito cell (hepatic stellate cell): Liver	CellMarker
Des	Ito cell (hepatic stellate cell): Liver	CellMarker
Gfap	Ito cell (hepatic stellate cell): Liver	CellMarker
Cd34	Keratinocyte: Epithelium	CellMarker
Ly6a	Keratinocyte: Epithelium	CellMarker
Itga6	Keratinocyte: Epithelium	CellMarker
2200002D01Rik	Krt4/13+ cell: Trachea	CellMarker
2300002M23Rik	Krt4/13+ cell: Trachea	CellMarker
Adamtsl4	Krt4/13+ cell: Trachea	CellMarker
Adh7	Krt4/13+ cell: Trachea	CellMarker
Ahnak	Krt4/13+ cell: Trachea	CellMarker
Ahr	Krt4/13+ cell: Trachea	CellMarker
AI661453	Krt4/13+ cell: Trachea	CellMarker
Akr1b3	Krt4/13+ cell: Trachea	CellMarker
Alcam	Krt4/13+ cell: Trachea	CellMarker
Aldh3b2	Krt4/13+ cell: Trachea	CellMarker
Alox12e	Krt4/13+ cell: Trachea	CellMarker
Alox15	Krt4/13+ cell: Trachea	CellMarker
Anxa1	Krt4/13+ cell: Trachea	CellMarker
Anxa2	Krt4/13+ cell: Trachea	CellMarker
Anxa3	Krt4/13+ cell: Trachea	CellMarker
Aph1a	Krt4/13+ cell: Trachea	CellMarker
Aqp5	Krt4/13+ cell: Trachea	CellMarker
Arhgap12	Krt4/13+ cell: Trachea	CellMarker
Arrdc3	Krt4/13+ cell: Trachea	CellMarker
Atp2b1	Krt4/13+ cell: Trachea	CellMarker
B4galt5	Krt4/13+ cell: Trachea	CellMarker
Baiap2	Krt4/13+ cell: Trachea	CellMarker
Bbc3	Krt4/13+ cell: Trachea	CellMarker
Bhlhe40	Krt4/13+ cell: Trachea	CellMarker
Calcb	Krt4/13+ cell: Trachea	CellMarker
Calml3	Krt4/13+ cell: Trachea	CellMarker
Capg	Krt4/13+ cell: Trachea	CellMarker
Capn5	Krt4/13+ cell: Trachea	CellMarker
Cast	Krt4/13+ cell: Trachea	CellMarker
Cav1	Krt4/13+ cell: Trachea	CellMarker
Cd44	Krt4/13+ cell: Trachea	CellMarker
Cdkn2b	Krt4/13+ cell: Trachea	CellMarker
Ceacam1	Krt4/13+ cell: Trachea	CellMarker
Ceacam2	Krt4/13+ cell: Trachea	CellMarker
Ces1d	Krt4/13+ cell: Trachea	CellMarker
Ces1h	Krt4/13+ cell: Trachea	CellMarker
Clca3b	Krt4/13+ cell: Trachea	CellMarker
Cldn3	Krt4/13+ cell: Trachea	CellMarker
Cldn4	Krt4/13+ cell: Trachea	CellMarker
Clic3	Krt4/13+ cell: Trachea	CellMarker
Clic5	Krt4/13+ cell: Trachea	CellMarker
Coq10b	Krt4/13+ cell: Trachea	CellMarker
Ctsc	Krt4/13+ cell: Trachea	CellMarker
Cwh43	Krt4/13+ cell: Trachea	CellMarker
Cxcl16	Krt4/13+ cell: Trachea	CellMarker
Ecm1	Krt4/13+ cell: Trachea	CellMarker
Efhd2	Krt4/13+ cell: Trachea	CellMarker
Emp1	Krt4/13+ cell: Trachea	CellMarker
Epha2	Krt4/13+ cell: Trachea	CellMarker
Esd	Krt4/13+ cell: Trachea	CellMarker
Evpl	Krt4/13+ cell: Trachea	CellMarker
F5	Krt4/13+ cell: Trachea	CellMarker
Fam129b	Krt4/13+ cell: Trachea	CellMarker
Ffar4	Krt4/13+ cell: Trachea	CellMarker
Foxq1	Krt4/13+ cell: Trachea	CellMarker
G6pdx	Krt4/13+ cell: Trachea	CellMarker
Gabrp	Krt4/13+ cell: Trachea	CellMarker
NA	Krt4/13+ cell: Trachea	CellMarker
Gm9573	Krt4/13+ cell: Trachea	CellMarker
Gprc5a	Krt4/13+ cell: Trachea	CellMarker
Gsk3b	Krt4/13+ cell: Trachea	CellMarker
Gsta4	Krt4/13+ cell: Trachea	CellMarker
Hspb1	Krt4/13+ cell: Trachea	CellMarker
Hspbap1	Krt4/13+ cell: Trachea	CellMarker
Igfbp3	Krt4/13+ cell: Trachea	CellMarker
Jund	Krt4/13+ cell: Trachea	CellMarker
Kcnk5	Krt4/13+ cell: Trachea	CellMarker
Kctd10	Krt4/13+ cell: Trachea	CellMarker
Kctd14	Krt4/13+ cell: Trachea	CellMarker
Klf6	Krt4/13+ cell: Trachea	CellMarker
Krt13	Krt4/13+ cell: Trachea	CellMarker
Krt15	Krt4/13+ cell: Trachea	CellMarker
Krt19	Krt4/13+ cell: Trachea	CellMarker
Krt4	Krt4/13+ cell: Trachea	CellMarker
Krt7	Krt4/13+ cell: Trachea	CellMarker
Lad1	Krt4/13+ cell: Trachea	CellMarker
Lamc2	Krt4/13+ cell: Trachea	CellMarker
Lgals3	Krt4/13+ cell: Trachea	CellMarker
Lmo7	Krt4/13+ cell: Trachea	CellMarker
Ltf	Krt4/13+ cell: Trachea	CellMarker
Ly6g6c	Krt4/13+ cell: Trachea	CellMarker
Ly6g6e	Krt4/13+ cell: Trachea	CellMarker
Mal	Krt4/13+ cell: Trachea	CellMarker
Mall	Krt4/13+ cell: Trachea	CellMarker
Mboat1	Krt4/13+ cell: Trachea	CellMarker
Mfge8	Krt4/13+ cell: Trachea	CellMarker
Muc4	Krt4/13+ cell: Trachea	CellMarker
