geneSymbol	CellType	Source
BOK	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
BRD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
BRD2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
BTBD3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
BTBD6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
BZW1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C11orf1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C11orf65	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C12orf10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C12orf57	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C14orf39	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C15orf48	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C19orf38	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C19orf54	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C19orf84	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C1orf146	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C1orf50	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C20orf96	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C4orf48	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C5orf47	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C5orf58	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C6orf62	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
C9orf43	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CA8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CABLES1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CACFD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CACNB4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CADM1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAMK1D	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAMK2B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAMSAP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAND2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAPRIN2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CASD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CASP7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CAST	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CBR1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC106	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC112	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC122	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC172	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC178	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC186	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC73	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC82	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC88A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC88C	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCDC91	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCNI	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCNJL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CCNO	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CD55	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CD82	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CDC16	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CDC42EP3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CDK17	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CDK6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CDKL3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CEP131	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CEP85L	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CFAP221	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CFAP57	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CFAP97	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CFL2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHCHD6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHD3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHD5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHIC2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHMP2B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CHORDC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CIART	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CIB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CIB2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CIC	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CLEC4C	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CLGN	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CLK3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CLOCK	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CLU	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CMAS	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CMTM7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CNIH3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CNN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CNOT6L	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CNTNAP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CNTRL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COBL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COG6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COL9A1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COLEC11	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COPS7B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COTL1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COX7B2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
COX8C	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CPA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CPNE5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CREBBP	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CREBRF	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CRYBG3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CSMD3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CSNK1G3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CSNK2A2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CSRP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CTCFL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CTHRC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CTNNBIP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CTSF	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CTSH	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CXCL9	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CXXC4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CYLD	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CYP11A1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
CYP4X1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DACH1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DBX2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCAF12	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCAF12L1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCAF4L1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCAF4L2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCTN4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DCTN6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DDHD2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DDX4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DECR1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DEDD	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DENND1B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DENND2C	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DENND5A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DES	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DGAT2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DGUOK	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DHX35	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DLK1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DLX5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DLX6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DMRTB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DMRTC2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAH12	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAH3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAH7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAJA4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAJB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNAJB6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DNALI1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DOCK8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DPEP3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DPPA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DSG3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DTD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP22	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DUSP7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DYNC1LI1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DYRK1A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
DYRK4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ECHDC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ECSIT	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EFHC2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EFNA1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EFNA5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EGFL7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EGR2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EID3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EIF1B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EIF2B2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EIF5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ELAVL2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ELMSAN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ELOVL4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EMB	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPB41L1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPB41L3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPB41L4B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPB41L5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPHX2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPN2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EPS8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ERICH1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ERICH5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ERRFI1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ESX1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ETFA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ETV6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EVI5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
EYA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAIM2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM117A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM133A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM174A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM178B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM208B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM228B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM49A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM50B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM53B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FAM9B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FARP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBRS	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXO11	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXO25	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXO4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXO47	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXO7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXW5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FBXW7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FCHO1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FCMR	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FGF9	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FGFR1OP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FHL1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FKBP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FKBP6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FKBP8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FMN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FMR1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FOXJ2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FOXP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FOXP4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FOXR1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FRA10AC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FSD1L	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FST	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FTCD	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
FUCA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GABARAPL2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GABRR1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GAGE2A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GALNT2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GATA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GBP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GBP5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GFPT2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GFRA3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GIT1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GLCCI1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GLUL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GMDS	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GMPS	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNAI1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNAL	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNAS	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNG12	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNG4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GNPDA2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GOLGA1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GOLGB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GOLIM4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GPBP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GPC4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GPR137	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GPR161	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GPS2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GRB10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
GYG1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HAGH	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HCFC1R1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HDAC5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HDGF	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HECTD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HENMT1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HERC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HERC2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HES1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HEY1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HEY2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HLA-A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXB6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXB7	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXC10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXC9	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXD1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HOXD8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSF2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSF2BP	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSPA1B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSPA4L	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSPB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSPB11	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HSPBP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HTATIP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HYDIN	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
HYLS1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ID1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ID2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
NA	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ID3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IDH3A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IFT46	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IFT57	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IFT88	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IL13RA1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ILKAP	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IMPACT	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IMPDH1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
INCA1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
INPP1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
INTS10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
INTS12	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IQCB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IQCE	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IQCK	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IRF2BP2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
IRGM	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ISG15	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
ISL1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
JMJD1C	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
JPH1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KANSL1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KAT6B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KAT8	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KCMF1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KCNAB1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KCNQ2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KCTD13	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KCTD2	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KDM1B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KDM2A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIAA0355	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIAA1211	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIAA1257	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIAA2012	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIF3A	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KIFAP3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLC4	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLF10	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLF5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLF6	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLHL23	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KLHL35	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KMT2B	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KRBOX1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KRT25	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KTN1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
KYNU	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
L3MBTL3	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
LACC1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
LANCL1	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
LCA5	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
LDHC	Mitotic arrest phase fetal germ cell: Fetal gonad	CellMarker
