KO	Pathway
K04131	hsa05022
K04133	hsa05022
K04243	hsa05022
K04348	hsa05022
K04355	hsa05022
K04365	hsa05022
K04366	hsa05022
K04368	hsa05022
K04369	hsa05022
K04371	hsa05022
K04374	hsa05022
K04380	hsa05022
K04383	hsa05022
K04385	hsa05022
K04389	hsa05022
K04390	hsa05022
K04392	hsa05022
K04397	hsa05022
K04398	hsa05022
K04399	hsa05022
K04418	hsa05022
K04426	hsa05022
K04431	hsa05022
K04432	hsa05022
K04433	hsa05022
K04440	hsa05022
K04441	hsa05022
K04452	hsa05022
K04505	hsa05022
K04515	hsa05022
K04519	hsa05022
K04520	hsa05022
K04522	hsa05022
K04528	hsa05022
K04533	hsa05022
K04551	hsa05022
K04552	hsa05022
K04553	hsa05022
K04554	hsa05022
K04555	hsa05022
K04556	hsa05022
K04557	hsa05022
K04558	hsa05022
K04559	hsa05022
K04560	hsa05022
K04565	hsa05022
K04569	hsa05022
K04570	hsa05022
K04572	hsa05022
K04573	hsa05022
K04574	hsa05022
K04575	hsa05022
K04603	hsa05022
K04604	hsa05022
K04634	hsa05022
K04638	hsa05022
K04647	hsa05022
K04648	hsa05022
K04690	hsa05022
K04726	hsa05022
K04735	hsa05022
K04741	hsa05022
K04809	hsa05022
K04849	hsa05022
K04850	hsa05022
K04851	hsa05022
K04853	hsa05022
K04857	hsa05022
K04958	hsa05022
K04959	hsa05022
K04960	hsa05022
K04961	hsa05022
K04962	hsa05022
K04963	hsa05022
K04966	hsa05022
K05036	hsa05022
K05141	hsa05022
K05197	hsa05022
K05198	hsa05022
K05199	hsa05022
K05200	hsa05022
K05208	hsa05022
K05209	hsa05022
K05210	hsa05022
K05211	hsa05022
K05212	hsa05022
K05405	hsa05022
K05410	hsa05022
K05453	hsa05022
K05611	hsa05022
K05634	hsa05022
K05687	hsa05022
K05688	hsa05022
K05853	hsa05022
K05858	hsa05022
K05862	hsa05022
K05863	hsa05022
K05864	hsa05022
K06030	hsa05022
K06268	hsa05022
K06691	hsa05022
K06693	hsa05022
K07203	hsa05022
K07374	hsa05022
K07375	hsa05022
K07607	hsa05022
K07827	hsa05022
K07828	hsa05022
K07874	hsa05022
K07887	hsa05022
K07901	hsa05022
K07925	hsa05022
K08008	hsa05022
K08269	hsa05022
K08331	hsa05022
K08333	hsa05022
K08334	hsa05022
K08669	hsa05022
K08683	hsa05022
K08738	hsa05022
K08770	hsa05022
K08844	hsa05022
K08845	hsa05022
K08852	hsa05022
K08860	hsa05022
K08957	hsa05022
K08960	hsa05022
K09027	hsa05022
K09054	hsa05022
K09488	hsa05022
K09490	hsa05022
K09565	hsa05022
K10396	hsa05022
K10407	hsa05022
K10408	hsa05022
K10409	hsa05022
K10410	hsa05022
K10411	hsa05022
K10412	hsa05022
K10424	hsa05022
K10425	hsa05022
K10426	hsa05022
K10427	hsa05022
K10428	hsa05022
K10435	hsa05022
K10575	hsa05022
K10578	hsa05022
K10698	hsa05022
K10707	hsa05022
K10881	hsa05022
K11143	hsa05022
K11351	hsa05022
K11352	hsa05022
K11353	hsa05022
K11518	hsa05022
K11519	hsa05022
K11716	hsa05022
K11828	hsa05022
K11863	hsa05022
K11987	hsa05022
K12192	hsa05022
K12650	hsa05022
K13098	hsa05022
K13240	hsa05022
K13241	hsa05022
K13525	hsa05022
K14021	hsa05022
K14381	hsa05022
K15040	hsa05022
K15041	hsa05022
K15840	hsa05022
K16575	hsa05022
K16576	hsa05022
K17589	hsa05022
K17603	hsa05022
K17889	hsa05022
K17906	hsa05022
K17908	hsa05022
K17985	hsa05022
K19026	hsa05022
K19662	hsa05022
K19663	hsa05022
K19722	hsa05022
K19730	hsa05022
K19946	hsa05022
K20719	hsa05022
K20858	hsa05022
K21246	hsa05022
K21356	hsa05022
K21357	hsa05022
K21421	hsa05022
K21423	hsa05022
K22913	hsa05022
K23600	hsa05022
K23609	hsa05022
K23610	hsa05022
K23611	hsa05022
K23616	hsa05022
K23625	hsa05022
K23932	hsa05022
K00274	hsa05030
K00501	hsa05030
K01593	hsa05030
K02090	hsa05030
K02580	hsa05030
K04144	hsa05030
K04145	hsa05030
K04345	hsa05030
K04355	hsa05030
K04374	hsa05030
K04448	hsa05030
K04450	hsa05030
K04605	hsa05030
K04606	hsa05030
K04630	hsa05030
K04632	hsa05030
K04735	hsa05030
K05036	hsa05030
K05198	hsa05030
K05208	hsa05030
K05209	hsa05030
K05210	hsa05030
K05211	hsa05030
K05212	hsa05030
K05213	hsa05030
K05214	hsa05030
K05870	hsa05030
K08045	hsa05030
K08155	hsa05030
K09029	hsa05030
K09047	hsa05030
K09048	hsa05030
K09049	hsa05030
K11716	hsa05030
K11828	hsa05030
K13765	hsa05030
K15494	hsa05030
K15839	hsa05030
K15840	hsa05030
K00274	hsa05031
K00501	hsa05031
K01593	hsa05031
K02183	hsa05031
K02677	hsa05031
K04144	hsa05031
K04345	hsa05031
K04348	hsa05031
K04374	hsa05031
K04379	hsa05031
K04448	hsa05031
K04450	hsa05031
K04515	hsa05031
K04560	hsa05031
K04632	hsa05031
K04850	hsa05031
K04851	hsa05031
K05036	hsa05031
K05197	hsa05031
K05198	hsa05031
K05199	hsa05031
K05200	hsa05031
K05208	hsa05031
K05209	hsa05031
K05210	hsa05031
K05211	hsa05031
K05212	hsa05031
K05213	hsa05031
K05214	hsa05031
K05869	hsa05031
K05870	hsa05031
K06067	hsa05031
K06268	hsa05031
K06269	hsa05031
K08045	hsa05031
K08155	hsa05031
K09029	hsa05031
K09047	hsa05031
K09048	hsa05031
K09049	hsa05031
K11411	hsa05031
K15494	hsa05031
K15840	hsa05031
K15867	hsa05031
K19662	hsa05031
K19663	hsa05031
K00910	hsa05032
K02677	hsa05032
K04144	hsa05032
K04215	hsa05032
K04265	hsa05032
K04344	hsa05032
K04345	hsa05032
K04347	hsa05032
K04439	hsa05032
K04534	hsa05032
K04536	hsa05032
K04537	hsa05032
K04538	hsa05032
K04539	hsa05032
K04540	hsa05032
K04541	hsa05032
K04542	hsa05032
K04543	hsa05032
K04544	hsa05032
K04545	hsa05032
K04546	hsa05032
K04547	hsa05032
K04548	hsa05032
K04549	hsa05032
K04615	hsa05032
K04630	hsa05032
K04632	hsa05032
K04849	hsa05032
K04997	hsa05032
K04999	hsa05032
K05000	hsa05032
K05002	hsa05032
K05175	hsa05032
K05181	hsa05032
K05184	hsa05032
K05185	hsa05032
K05186	hsa05032
K05189	hsa05032
K05190	hsa05032
K05192	hsa05032
K07825	hsa05032
K07826	hsa05032
K08041	hsa05032
K08042	hsa05032
K08043	hsa05032
K08044	hsa05032
K08045	hsa05032
K08046	hsa05032
K08047	hsa05032
K08048	hsa05032
K08049	hsa05032
K08291	hsa05032
K13293	hsa05032
K13296	hsa05032
K13298	hsa05032
K13755	hsa05032
K15015	hsa05032
K18283	hsa05032
K18436	hsa05032
K18437	hsa05032
K18438	hsa05032
K19021	hsa05032
K19662	hsa05032
K19663	hsa05032
K04344	hsa05033
K04806	hsa05033
K04808	hsa05033
K04809	hsa05033
K04813	hsa05033
K04849	hsa05033
K05175	hsa05033
K05181	hsa05033
K05184	hsa05033
K05185	hsa05033
K05186	hsa05033
K05189	hsa05033
K05190	hsa05033
K05192	hsa05033
K05197	hsa05033
K05198	hsa05033
K05199	hsa05033
K05200	hsa05033
K05208	hsa05033
K05209	hsa05033
K05210	hsa05033
K05211	hsa05033
K05212	hsa05033
K05213	hsa05033
K05214	hsa05033
K12302	hsa05033
K15015	hsa05033
K00274	hsa05034
K00501	hsa05034
K00908	hsa05034
K01593	hsa05034
K02183	hsa05034
K02833	hsa05034
K03099	hsa05034
K04144	hsa05034
K04145	hsa05034
K04266	hsa05034
K04267	hsa05034
K04345	hsa05034
K04347	hsa05034
K04355	hsa05034
K04360	hsa05034
K04364	hsa05034
K04365	hsa05034
K04366	hsa05034
K04368	hsa05034
K04371	hsa05034
K04374	hsa05034
K04450	hsa05034
K04534	hsa05034
K04536	hsa05034
K04537	hsa05034
K04538	hsa05034
K04539	hsa05034
K04540	hsa05034
K04541	hsa05034
K04542	hsa05034
K04543	hsa05034
K04544	hsa05034
K04545	hsa05034
K04546	hsa05034
K04547	hsa05034
K04548	hsa05034
K04549	hsa05034
K04630	hsa05034
K04632	hsa05034
K05036	hsa05034
K05208	hsa05034
K05209	hsa05034
K05210	hsa05034
K05211	hsa05034
K05212	hsa05034
K05213	hsa05034
K05214	hsa05034
K05232	hsa05034
K05256	hsa05034
K05869	hsa05034
K05870	hsa05034
K06067	hsa05034
K06269	hsa05034
K06279	hsa05034
K07359	hsa05034
K07825	hsa05034
K07826	hsa05034
K07827	hsa05034
K07828	hsa05034
K08045	hsa05034
K08155	hsa05034
K08845	hsa05034
K09029	hsa05034
K09047	hsa05034
K09048	hsa05034
K09049	hsa05034
K11251	hsa05034
K11252	hsa05034
K11253	hsa05034
K11254	hsa05034
K11303	hsa05034
K11404	hsa05034
K11405	hsa05034
K11406	hsa05034
K11407	hsa05034
K11408	hsa05034
K11409	hsa05034
K11418	hsa05034
K15014	hsa05034
K15494	hsa05034
K15840	hsa05034
K15985	hsa05034
K17447	hsa05034
K17448	hsa05034
K17449	hsa05034
K18671	hsa05034
K00922	hsa05100
K01528	hsa05100
K02105	hsa05100
K02649	hsa05100
K04392	hsa05100
K04393	hsa05100
K04438	hsa05100
K04513	hsa05100
K04644	hsa05100
K04645	hsa05100
K04646	hsa05100
K04707	hsa05100
K05099	hsa05100
K05689	hsa05100
K05691	hsa05100
K05692	hsa05100
K05700	hsa05100
K05704	hsa05100
K05717	hsa05100
K05719	hsa05100
K05725	hsa05100
K05726	hsa05100
K05748	hsa05100
K05753	hsa05100
K05754	hsa05100
K05755	hsa05100
K05756	hsa05100
K05757	hsa05100
K05758	hsa05100
K05760	hsa05100
K06106	hsa05100
K06272	hsa05100
K06278	hsa05100
K06279	hsa05100
K06484	hsa05100
K07863	hsa05100
K09593	hsa05100
K12366	hsa05100
K12785	hsa05100
K12958	hsa05100
K12959	hsa05100
K13085	hsa05100
K13284	hsa05100
K13285	hsa05100
K13286	hsa05100
K13287	hsa05100
K13708	hsa05100
K13728	hsa05100
K13730	hsa05100
K13731	hsa05100
K13732	hsa05100
K13733	hsa05100
K13734	hsa05100
K13735	hsa05100
K13736	hsa05100
K13737	hsa05100
K13738	hsa05100
K13739	hsa05100
K13740	hsa05100
K13741	hsa05100
K13742	hsa05100
K13743	hsa05100
K13744	hsa05100
K13925	hsa05100
K16938	hsa05100
K16939	hsa05100
K16942	hsa05100
K17260	hsa05100
K17447	hsa05100
K17448	hsa05100
K17449	hsa05100
K18584	hsa05100
K18985	hsa05100
K19241	hsa05100
K23484	hsa05100
K23612	hsa05100
K01116	hsa05110
K02144	hsa05110
K02145	hsa05110
K02146	hsa05110
K02147	hsa05110
K02148	hsa05110
K02149	hsa05110
K02150	hsa05110
K02151	hsa05110
K02152	hsa05110
K02153	hsa05110
K02154	hsa05110
K02155	hsa05110
K02677	hsa05110
K03661	hsa05110
K03662	hsa05110
K04345	hsa05110
K04632	hsa05110
K04926	hsa05110
K05031	hsa05110
K05692	hsa05110
K05701	hsa05110
K05859	hsa05110
K06098	hsa05110
K07342	hsa05110
K07937	hsa05110
K08043	hsa05110
K08049	hsa05110
K08604	hsa05110
K09481	hsa05110
K09582	hsa05110
K10928	hsa05110
K10929	hsa05110
K10930	hsa05110
K10931	hsa05110
K10932	hsa05110
K10933	hsa05110
K10934	hsa05110
K10935	hsa05110
K10948	hsa05110
K10949	hsa05110
K10950	hsa05110
K10951	hsa05110
K10952	hsa05110
K10953	hsa05110
K10954	hsa05110
K10956	hsa05110
K21712	hsa05110
K23550	hsa05110
K01116	hsa05120
K01428	hsa05120
K02144	hsa05120
K02145	hsa05120
K02146	hsa05120
K02147	hsa05120
K02148	hsa05120
K02149	hsa05120
K02150	hsa05120
K02151	hsa05120
K02152	hsa05120
K02153	hsa05120
K02154	hsa05120
K02155	hsa05120
K02187	hsa05120
K02580	hsa05120
K03191	hsa05120
K03196	hsa05120
K03661	hsa05120
K03662	hsa05120
K04175	hsa05120
K04361	hsa05120
K04392	hsa05120
K04393	hsa05120
K04409	hsa05120
K04430	hsa05120
K04440	hsa05120
K04441	hsa05120
K04448	hsa05120
K04466	hsa05120
K04467	hsa05120
K04734	hsa05120
K04735	hsa05120
K05050	hsa05120
K05099	hsa05120
K05505	hsa05120
K05701	hsa05120
K05704	hsa05120
K05728	hsa05120
K05737	hsa05120
K05854	hsa05120
K05859	hsa05120
K06059	hsa05120
K06089	hsa05120
K06704	hsa05120
K06735	hsa05120
K06785	hsa05120
K06786	hsa05120
K07209	hsa05120
K07210	hsa05120
K07293	hsa05120
K08114	hsa05120
K08303	hsa05120
K08523	hsa05120
K08727	hsa05120
K10030	hsa05120
K11028	hsa05120
K12086	hsa05120
K12087	hsa05120
K12088	hsa05120
K12089	hsa05120
K12090	hsa05120
K12091	hsa05120
K12092	hsa05120
K12093	hsa05120
K12094	hsa05120
K12095	hsa05120
K12096	hsa05120
K12097	hsa05120
K12098	hsa05120
K12099	hsa05120
K12100	hsa05120
K12101	hsa05120
K12102	hsa05120
K12103	hsa05120
K12104	hsa05120
K12105	hsa05120
K12106	hsa05120
K12107	hsa05120
K12108	hsa05120
K12109	hsa05120
K12110	hsa05120
K12499	hsa05120
K14048	hsa05120
K15842	hsa05120
K15843	hsa05120
K15844	hsa05120
K15845	hsa05120
K15846	hsa05120
K15847	hsa05120
K15848	hsa05120
K00134	hsa05130
K01313	hsa05130
K01370	hsa05130
K02159	hsa05130
K02187	hsa05130
K02373	hsa05130
K02580	hsa05130
K02581	hsa05130
K02861	hsa05130
K02985	hsa05130
K03156	hsa05130
K03158	hsa05130
K03171	hsa05130
K03173	hsa05130
K03175	hsa05130
K03221	hsa05130
K03914	hsa05130
K04275	hsa05130
K04289	hsa05130
K04291	hsa05130
K04346	hsa05130
K04371	hsa05130
K04379	hsa05130
K04386	hsa05130
K04389	hsa05130
K04390	hsa05130
K04392	hsa05130
K04393	hsa05130
K04394	hsa05130
K04397	hsa05130
K04398	hsa05130
K04399	hsa05130
K04403	hsa05130
K04404	hsa05130
K04409	hsa05130
K04410	hsa05130
K04427	hsa05130
K04440	hsa05130
K04441	hsa05130
K04448	hsa05130
K04467	hsa05130
K04513	hsa05130
K04514	hsa05130
K04519	hsa05130
K04639	hsa05130
K04721	hsa05130
K04722	hsa05130
K04729	hsa05130
K04730	hsa05130
K04733	hsa05130
K04734	hsa05130
K04735	hsa05130
K05403	hsa05130
K05405	hsa05130
K05482	hsa05130
K05627	hsa05130
K05692	hsa05130
K05697	hsa05130
K05701	hsa05130
K05703	hsa05130
K05704	hsa05130
K05719	hsa05130
K05733	hsa05130
K05748	hsa05130
K05749	hsa05130
K05750	hsa05130
K05752	hsa05130
K05753	hsa05130
K05754	hsa05130
K05755	hsa05130
K05756	hsa05130
K05757	hsa05130
K05758	hsa05130
K06083	hsa05130
K06087	hsa05130
K06088	hsa05130
K06106	hsa05130
K06185	hsa05130
K06472	hsa05130
K06619	hsa05130
K06856	hsa05130
K07209	hsa05130
K07210	hsa05130
K07293	hsa05130
K07365	hsa05130
K07374	hsa05130
K07375	hsa05130
K07532	hsa05130
K07874	hsa05130
K07937	hsa05130
K07941	hsa05130
K08007	hsa05130
K08390	hsa05130
K08738	hsa05130
K10030	hsa05130
K10160	hsa05130
K10168	hsa05130
K10352	hsa05130
K10356	hsa05130
K10357	hsa05130
K10358	hsa05130
K11006	hsa05130
K11007	hsa05130
K11294	hsa05130
K12330	hsa05130
K12331	hsa05130
K12559	hsa05130
K12784	hsa05130
K12785	hsa05130
K12786	hsa05130
K12787	hsa05130
K12788	hsa05130
K12789	hsa05130
K12790	hsa05130
K12791	hsa05130
K12793	hsa05130
K12799	hsa05130
K12800	hsa05130
K12807	hsa05130
K12809	hsa05130
K12810	hsa05130
K13365	hsa05130
K14007	hsa05130
K14021	hsa05130
K16041	hsa05130
K16042	hsa05130
K17260	hsa05130
K17388	hsa05130
K18441	hsa05130
K18584	hsa05130
K19475	hsa05130
K19862	hsa05130
K20127	hsa05130
K20352	hsa05130
K21889	hsa05130
K22265	hsa05130
K22487	hsa05130
K23612	hsa05130
K23648	hsa05130
K23649	hsa05130
K23650	hsa05130
K23651	hsa05130
K23652	hsa05130
K23653	hsa05130
K23654	hsa05130
K23655	hsa05130
K23656	hsa05130
K23657	hsa05130
K23658	hsa05130
K23659	hsa05130
K23660	hsa05130
K23661	hsa05130
K00844	hsa05131
K00914	hsa05131
K00922	hsa05131
K01116	hsa05131
K01367	hsa05131
K01370	hsa05131
K02159	hsa05131
K02161	hsa05131
K02406	hsa05131
K02580	hsa05131
K02581	hsa05131
K02649	hsa05131
K02861	hsa05131
K02927	hsa05131
K02977	hsa05131
K03083	hsa05131
K03094	hsa05131
K03156	hsa05131
K03158	hsa05131
K03171	hsa05131
K03173	hsa05131
K03175	hsa05131
K03221	hsa05131
K03347	hsa05131
K03362	hsa05131
K03853	hsa05131
K03868	hsa05131
K03990	hsa05131
K04281	hsa05131
K04361	hsa05131
K04371	hsa05131
K04386	hsa05131
K04391	hsa05131
K04392	hsa05131
K04393	hsa05131
K04394	hsa05131
K04403	hsa05131
K04404	hsa05131
K04427	hsa05131
K04438	hsa05131
K04440	hsa05131
K04441	hsa05131
K04445	hsa05131
K04448	hsa05131
K04451	hsa05131
K04456	hsa05131
K04467	hsa05131
K04513	hsa05131
K04514	hsa05131
K04519	hsa05131
K04551	hsa05131
K04570	hsa05131
K04688	hsa05131
K04728	hsa05131
K04729	hsa05131
K04734	hsa05131
K04735	hsa05131
K04958	hsa05131
K04959	hsa05131
K04960	hsa05131
K05410	hsa05131
K05411	hsa05131
K05415	hsa05131
K05427	hsa05131
K05482	hsa05131
K05692	hsa05131
K05699	hsa05131
K05700	hsa05131
K05704	hsa05131
K05719	hsa05131
K05725	hsa05131
K05726	hsa05131
K05740	hsa05131
K05748	hsa05131
K05753	hsa05131
K05754	hsa05131
K05755	hsa05131
K05756	hsa05131
K05757	hsa05131
K05758	hsa05131
K05759	hsa05131
K05760	hsa05131
K05857	hsa05131
K05858	hsa05131
K05859	hsa05131
K05860	hsa05131
K05861	hsa05131
K05862	hsa05131
K05864	hsa05131
K06068	hsa05131
K06106	hsa05131
K06256	hsa05131
K06271	hsa05131
K06272	hsa05131
K06484	hsa05131
K06643	hsa05131
K06689	hsa05131
K07201	hsa05131
K07203	hsa05131
K07204	hsa05131
K07209	hsa05131
K07210	hsa05131
K07345	hsa05131
K07368	hsa05131
K07369	hsa05131
K07937	hsa05131
K07941	hsa05131
K08333	hsa05131
K08334	hsa05131
K08336	hsa05131
K08339	hsa05131
K08583	hsa05131
K08727	hsa05131
K08738	hsa05131
K08770	hsa05131
K08822	hsa05131
K08846	hsa05131
K09408	hsa05131
K09849	hsa05131
K10030	hsa05131
K10160	hsa05131
K10168	hsa05131
K10351	hsa05131
K10435	hsa05131
K10580	hsa05131
K10630	hsa05131
K10704	hsa05131
K11006	hsa05131
K11007	hsa05131
K11011	hsa05131
K11012	hsa05131
K11253	hsa05131
K11586	hsa05131
K11974	hsa05131
K12358	hsa05131
K12366	hsa05131
K12499	hsa05131
K12654	hsa05131
K12679	hsa05131
K12753	hsa05131
K12754	hsa05131
K12755	hsa05131
K12756	hsa05131
K12757	hsa05131
K12758	hsa05131
K12785	hsa05131
K12791	hsa05131
K12793	hsa05131
K12799	hsa05131
K12800	hsa05131
K12805	hsa05131
K12807	hsa05131
K12836	hsa05131
K13085	hsa05131
K13284	hsa05131
K13285	hsa05131
K13286	hsa05131
K13287	hsa05131
K13450	hsa05131
K13520	hsa05131
K13708	hsa05131
K13742	hsa05131
K13743	hsa05131
K13790	hsa05131
K13791	hsa05131
K13792	hsa05131
K13793	hsa05131
K14381	hsa05131
K15464	hsa05131
K16184	hsa05131
K16185	hsa05131
K16186	hsa05131
K16938	hsa05131
K16939	hsa05131
K16942	hsa05131
K16944	hsa05131
K17260	hsa05131
K17388	hsa05131
K17834	hsa05131
K17847	hsa05131
K17889	hsa05131
K17890	hsa05131
K17908	hsa05131
K17988	hsa05131
K18050	hsa05131
K18052	hsa05131
K18441	hsa05131
K18584	hsa05131
K18985	hsa05131
K20121	hsa05131
K20894	hsa05131
K21348	hsa05131
K22487	hsa05131
K23345	hsa05131
K23612	hsa05131
K23654	hsa05131
K23826	hsa05131
K23827	hsa05131
K23828	hsa05131
K23829	hsa05131
K23830	hsa05131
K23831	hsa05131
K23832	hsa05131
K23833	hsa05131
K23834	hsa05131
K00134	hsa05132
K00914	hsa05132
K00922	hsa05132
K00923	hsa05132
K01370	hsa05132
K02105	hsa05132
K02159	hsa05132
K02161	hsa05132
K02187	hsa05132
K02373	hsa05132
K02406	hsa05132
K02580	hsa05132
K02620	hsa05132
K02833	hsa05132
K02861	hsa05132
K02985	hsa05132
K03094	hsa05132
K03156	hsa05132
K03158	hsa05132
K03171	hsa05132
K03173	hsa05132
K03175	hsa05132
K03221	hsa05132
K03671	hsa05132
K04079	hsa05132
K04366	hsa05132
K04368	hsa05132
K04369	hsa05132
K04371	hsa05132
K04377	hsa05132
K04379	hsa05132
K04391	hsa05132
K04392	hsa05132
K04393	hsa05132
K04394	hsa05132
K04395	hsa05132
K04397	hsa05132
K04398	hsa05132
K04403	hsa05132
K04404	hsa05132
K04409	hsa05132
K04427	hsa05132
K04430	hsa05132
K04431	hsa05132
K04432	hsa05132
K04433	hsa05132
K04437	hsa05132
K04440	hsa05132
K04441	hsa05132
K04448	hsa05132
K04456	hsa05132
K04467	hsa05132
K04490	hsa05132
K04491	hsa05132
K04492	hsa05132
K04513	hsa05132
K04519	hsa05132
K04648	hsa05132
K04721	hsa05132
K04722	hsa05132
K04729	hsa05132
K04730	hsa05132
K04733	hsa05132
K04734	hsa05132
K04735	hsa05132
K05400	hsa05132
K05403	hsa05132
K05405	hsa05132
K05482	hsa05132
K05692	hsa05132
K05733	hsa05132
K05749	hsa05132
K05750	hsa05132
K05752	hsa05132
K05754	hsa05132
K05755	hsa05132
K05756	hsa05132
K05757	hsa05132
K05758	hsa05132
K05759	hsa05132
K06071	hsa05132
K06083	hsa05132
K06111	hsa05132
K06478	hsa05132
K06817	hsa05132
K07195	hsa05132
K07209	hsa05132
K07210	hsa05132
K07374	hsa05132
K07375	hsa05132
K07829	hsa05132
K07834	hsa05132
K07856	hsa05132
K07863	hsa05132
K07864	hsa05132
K07873	hsa05132
K07887	hsa05132
K07888	hsa05132
K07889	hsa05132
K07897	hsa05132
K07898	hsa05132
K07899	hsa05132
K07900	hsa05132
K07937	hsa05132
K07941	hsa05132
K07955	hsa05132
K08598	hsa05132
K08727	hsa05132
K08738	hsa05132
K08846	hsa05132
K08847	hsa05132
K08849	hsa05132
K09487	hsa05132
K10030	hsa05132
K10089	hsa05132
K10159	hsa05132
K10160	hsa05132
K10161	hsa05132
K10168	hsa05132
K10169	hsa05132
K10302	hsa05132
K10351	hsa05132
K10358	hsa05132
K10396	hsa05132
K10407	hsa05132
K10413	hsa05132
K10414	hsa05132
K10415	hsa05132
K10416	hsa05132
K10417	hsa05132
K10418	hsa05132
K10419	hsa05132
K10420	hsa05132
K10424	hsa05132
K10425	hsa05132
K10426	hsa05132
K10427	hsa05132
K10428	hsa05132
K11014	hsa05132
K11023	hsa05132
K12366	hsa05132
K12753	hsa05132
K12754	hsa05132
K12755	hsa05132
K12756	hsa05132
K12757	hsa05132
K12758	hsa05132
K12793	hsa05132
K12799	hsa05132
K12800	hsa05132
K12805	hsa05132
K12807	hsa05132
K13085	hsa05132
K13284	hsa05132
K13285	hsa05132
K13286	hsa05132
K13450	hsa05132
K13740	hsa05132
K13741	hsa05132
K13744	hsa05132
K13883	hsa05132
K14021	hsa05132
K15343	hsa05132
K15347	hsa05132
K15348	hsa05132
K15349	hsa05132
K15350	hsa05132
K15351	hsa05132
K15352	hsa05132
K15353	hsa05132
K15354	hsa05132
K15366	hsa05132
K16060	hsa05132
K16575	hsa05132
K16576	hsa05132
K17092	hsa05132
K17260	hsa05132
K17274	hsa05132
K17388	hsa05132
K17637	hsa05132
K17923	hsa05132
K18015	hsa05132
K18423	hsa05132
K18441	hsa05132
K18584	hsa05132
K18985	hsa05132
K19298	hsa05132
K19557	hsa05132
K19984	hsa05132
K20179	hsa05132
K20180	hsa05132
K20181	hsa05132
K20182	hsa05132
K20183	hsa05132
K20184	hsa05132
K20282	hsa05132
K20917	hsa05132
K21289	hsa05132
K21954	hsa05132
K22487	hsa05132
K23282	hsa05132
K23484	hsa05132
K23583	hsa05132
K23612	hsa05132
K23649	hsa05132
K23934	hsa05132
K23935	hsa05132
K23936	hsa05132
K23937	hsa05132
K23938	hsa05132
K23940	hsa05132
K23941	hsa05132
K23942	hsa05132
K23943	hsa05132
K23944	hsa05132
K23945	hsa05132
K23946	hsa05132
K01330	hsa05133
K01331	hsa05133
K01332	hsa05133
K01370	hsa05133
K02183	hsa05133
K02187	hsa05133
K02580	hsa05133
K03156	hsa05133
K03175	hsa05133
K03986	hsa05133
K03987	hsa05133
K03988	hsa05133
K03989	hsa05133
K03990	hsa05133
K03994	hsa05133
K04001	hsa05133
K04002	hsa05133
K04003	hsa05133
K04371	hsa05133
K04379	hsa05133
K04383	hsa05133
K04391	hsa05133
K04397	hsa05133
K04440	hsa05133
K04441	hsa05133
K04448	hsa05133
K04513	hsa05133
K04519	hsa05133
K04630	hsa05133
K04729	hsa05133
K04730	hsa05133
K04733	hsa05133
K04735	hsa05133
K05400	hsa05133
K05403	hsa05133
K05405	hsa05133
K05406	hsa05133
K05409	hsa05133
K05411	hsa05133
K05425	hsa05133
K05426	hsa05133
K05443	hsa05133
K05506	hsa05133
K05719	hsa05133
K05765	hsa05133
K05842	hsa05133
K06461	hsa05133
K06464	hsa05133
K06484	hsa05133
K07326	hsa05133
K07345	hsa05133
K07347	hsa05133
K07389	hsa05133
K07679	hsa05133
K07690	hsa05133
K08727	hsa05133
K09444	hsa05133
K10030	hsa05133
K10067	hsa05133
K10155	hsa05133
K10160	hsa05133
K11003	hsa05133
K11004	hsa05133
K11023	hsa05133
K11024	hsa05133
K11025	hsa05133
K11026	hsa05133
K11027	hsa05133
K12340	hsa05133
K12681	hsa05133
K12683	hsa05133
K12688	hsa05133
K12799	hsa05133
K12800	hsa05133
K12973	hsa05133
K13241	hsa05133
K15125	hsa05133
K15126	hsa05133
K22944	hsa05133
K00239	hsa05134
K01370	hsa05134
K02084	hsa05134
K02187	hsa05134
K02406	hsa05134
K02580	hsa05134
K03156	hsa05134
K03197	hsa05134
K03231	hsa05134
K03233	hsa05134
K03283	hsa05134
K03596	hsa05134
K03990	hsa05134
K04011	hsa05134
K04077	hsa05134
K04391	hsa05134
K04397	hsa05134
K04398	hsa05134
K04399	hsa05134
K04469	hsa05134
K04519	hsa05134
K04729	hsa05134
K04734	hsa05134
K04735	hsa05134
K05405	hsa05134
K05406	hsa05134
K05425	hsa05134
K05482	hsa05134
K05505	hsa05134
K06461	hsa05134
K06464	hsa05134
K07874	hsa05134
K07875	hsa05134
K07937	hsa05134
K07953	hsa05134
K08517	hsa05134
K08738	hsa05134
K09414	hsa05134
K10030	hsa05134
K10159	hsa05134
K10160	hsa05134
K10168	hsa05134
K11022	hsa05134
K12799	hsa05134
K12805	hsa05134
K12807	hsa05134
K13525	hsa05134
K14416	hsa05134
K15464	hsa05134
K15473	hsa05134
K15474	hsa05134
K15475	hsa05134
K15476	hsa05134
K15477	hsa05134
K15478	hsa05134
K15479	hsa05134
K15480	hsa05134
K15481	hsa05134
K15482	hsa05134
K15483	hsa05134
K15484	hsa05134
K15485	hsa05134
K15486	hsa05134
K15487	hsa05134
K15488	hsa05134
K15490	hsa05134
K15491	hsa05134
K15492	hsa05134
